Item_Fat_Content,Item_Identifier,Item_MRP,Item_Outlet_Sales,Item_Type,Item_Visibility,Item_Weight,Outlet_Establishment_Year,Outlet_Identifier,Outlet_Location_Type,Outlet_Size,Outlet_Type,Outlet_Age
Regular,FDK08,102.4016,202.4032,Fruits and Vegetables,0.21413978600000003,13.15,1985,OUT019,Tier 1,Small,Grocery Store,34
Regular,DRY23,42.9112,426.11199999999997,Soft Drinks,0.10907574199999999,4.785,2004,OUT035,Tier 2,Small,Supermarket Type1,15
Low Fat,FDT31,188.2872,2647.2208,Fruits and Vegetables,0.012448293999999999,5.78,1997,OUT046,Tier 1,Small,Supermarket Type1,22
Low Fat,FDU52,154.463,2503.408,Frozen Foods,0.064030636,6.71,2009,OUT018,Tier 3,Medium,Supermarket Type2,10
Low Fat,NCG19,234.8616,2812.3392,Household,0.14781046,13.65,1987,OUT013,Tier 3,Small,Supermarket Type1,32
Low Fat,NCR30,76.3696,372.848,Household,0.07113694799999999,6.44,2002,OUT045,Tier 2,Small,Supermarket Type1,17
Regular,FDN23,145.4444,2612.5992,Breads,0.07566089,4.635,2002,OUT045,Tier 2,Small,Supermarket Type1,17
Regular,FDQ01,254.1014,4845.0266,Canned,0.16102755,9.3,2002,OUT045,Tier 2,Small,Supermarket Type1,17
Regular,FDO22,81.096,159.792,Snack Foods,0.029893094,11.0,1998,OUT010,Tier 3,Small,Grocery Store,21
Low Fat,DRE13,85.8198,872.198,Soft Drinks,0.027761288999999998,13.649999328000643,2002,OUT045,Tier 2,Small,Supermarket Type1,17
Low Fat,FDL44,160.2894,3235.788,Fruits and Vegetables,0.012272797,17.1,2004,OUT035,Tier 2,Small,Supermarket Type1,15
Low Fat,FDT34,106.7964,841.5712,Snack Foods,0.174317307,10.6,2004,OUT035,Tier 2,Small,Supermarket Type1,15
Low Fat,DRM23,170.6422,1379.5376,Hard Drinks,0.135707553,6.55,2004,OUT035,Tier 2,Small,Supermarket Type1,15
Low Fat,FDF32,198.9426,3559.3668,Fruits and Vegetables,0.068219025,12.15,2002,OUT045,Tier 2,Small,Supermarket Type1,17
Low Fat,NCE18,251.675,4244.475,Household,0.021468792,17.85,2002,OUT045,Tier 2,Small,Supermarket Type1,17
Regular,FDA51,113.2518,3415.554,Dairy,0.16388212900000002,5.78,1985,OUT027,Tier 3,Medium,Supermarket Type3,34
Low Fat,DRZ24,118.344,3115.9440000000004,Soft Drinks,0.082250143,19.500000426258108,2007,OUT017,Tier 2,Small,Supermarket Type1,12
Low Fat,FDT48,196.5084,3769.7596,Baking Goods,0.046026479,13.15,1999,OUT049,Tier 1,Small,Supermarket Type1,20
Low Fat,DRG11,108.9596,1186.4556,Hard Drinks,0.0,11.0,1997,OUT046,Tier 1,Small,Supermarket Type1,22
Low Fat,FDE58,118.3124,1540.6612,Snack Foods,0.052149675,10.599999556192493,1999,OUT049,Tier 1,Small,Supermarket Type1,20
Low Fat,DRA12,142.3154,2552.6772,Soft Drinks,0.040911824,16.75,1987,OUT013,Tier 3,Small,Supermarket Type1,32
Low Fat,FDP60,102.0016,1619.2256,Baking Goods,0.056235142,12.5,2007,OUT017,Tier 2,Small,Supermarket Type1,12
Regular,FDT10,60.9562,829.5868,Snack Foods,0.062170334,19.5,2002,OUT045,Tier 2,Small,Supermarket Type1,17
Regular,FDE05,147.7102,1166.4816,Frozen Foods,0.032427039,15.0,1987,OUT013,Tier 3,Small,Supermarket Type1,32
Low Fat,FDC32,91.4462,1665.8316,Fruits and Vegetables,0.099309997,11.0,2002,OUT045,Tier 2,Small,Supermarket Type1,17
Low Fat,FDJ22,193.6504,2876.256,Snack Foods,0.05310896,12.6,2007,OUT017,Tier 2,Small,Supermarket Type1,12
Low Fat,NCH18,246.1802,2702.4822,Household,0.044843161,17.100000433542263,2009,OUT018,Tier 3,Medium,Supermarket Type2,10
Low Fat,DRE37,189.4872,189.0872,Soft Drinks,0.164966345,10.195,1985,OUT019,Tier 1,Small,Grocery Store,34
Regular,DRC13,124.87299999999999,2956.152,Soft Drinks,0.032435437000000004,17.85,2004,OUT035,Tier 2,Small,Supermarket Type1,15
Low Fat,FDG47,260.3252,8132.0812,Starchy Foods,0.06961884,13.65,1997,OUT046,Tier 1,Small,Supermarket Type1,22
Low Fat,FDY55,258.3988,1541.9928,Fruits and Vegetables,0.08165147,10.195,2009,OUT018,Tier 3,Medium,Supermarket Type2,10
Low Fat,NCW29,131.83100000000002,3635.268,Health and Hygiene,0.028723187,12.6,1985,OUT027,Tier 3,Medium,Supermarket Type3,34
Low Fat,NCT05,255.6672,4346.3424,Health and Hygiene,0.020994339,13.35,2002,OUT045,Tier 2,Small,Supermarket Type1,17
Regular,FDN50,93.712,466.06,Canned,0.026561057000000002,10.885488315688619,1999,OUT049,Tier 1,Small,Supermarket Type1,20
Regular,FDU60,169.6132,169.1132,Baking Goods,0.10026206800000001,12.6,1998,OUT010,Tier 3,Small,Grocery Store,21
Low Fat,FDX02,225.0404,5851.0504,Dairy,0.05701260599999999,9.3,1987,OUT013,Tier 3,Small,Supermarket Type1,32
Low Fat,FDL34,141.2496,2681.8424,Snack Foods,0.041009558,15.85,1999,OUT049,Tier 1,Small,Supermarket Type1,20
Low Fat,DRF27,152.234,3828.35,Dairy,0.028578012000000003,15.85,2007,OUT017,Tier 2,Small,Supermarket Type1,12
Regular,FDZ35,101.699,2373.577,Breads,0.0,8.233728703324132,1999,OUT049,Tier 1,Small,Supermarket Type1,20
Low Fat,DRF03,39.7138,1096.5726,Dairy,0.045088724000000004,15.85,1985,OUT027,Tier 3,Medium,Supermarket Type3,34
Low Fat,NCO41,96.9384,2167.8448,Health and Hygiene,0.018757586,4.635,1985,OUT027,Tier 3,Medium,Supermarket Type3,34
Regular,FDQ59,85.8908,1845.5976,Breads,0.056500895,6.71,2002,OUT045,Tier 2,Small,Supermarket Type1,17
Low Fat,NCZ53,186.6214,1884.214,Health and Hygiene,0.024576875,12.6,2009,OUT018,Tier 3,Medium,Supermarket Type2,10
Low Fat,FDZ33,146.4076,147.8076,Snack Foods,0.18803837199999998,6.55,1985,OUT019,Tier 1,Small,Grocery Store,34
Low Fat,FDD34,161.421,3425.5409999999997,Snack Foods,0.015908485,13.15,2002,OUT045,Tier 2,Small,Supermarket Type1,17
Low Fat,NCM06,156.0656,1853.5872,Household,0.07584563400000001,16.690886893123004,1999,OUT049,Tier 1,Small,Supermarket Type1,20
Low Fat,FDY43,169.7474,673.7896,Fruits and Vegetables,0.09880308800000001,4.785,2009,OUT018,Tier 3,Medium,Supermarket Type2,10
Low Fat,DRM23,173.9422,172.4422,Hard Drinks,0.227189581,17.85,1998,OUT010,Tier 3,Small,Grocery Store,21
Low Fat,FDT20,39.2164,540.6296,Fruits and Vegetables,0.041459803999999996,6.55,1999,OUT049,Tier 1,Small,Supermarket Type1,20
Regular,FDG46,113.5518,2732.4432,Snack Foods,0.032882271,19.50000089553735,1987,OUT013,Tier 3,Small,Supermarket Type1,32
Low Fat,FDH10,193.8478,1162.4868,Snack Foods,0.049583899,6.44,2007,OUT017,Tier 2,Small,Supermarket Type1,12
Regular,FDF24,82.7934,1228.401,Baking Goods,0.02536567,15.0,2004,OUT035,Tier 2,Small,Supermarket Type1,15
Low Fat,FDG57,48.2034,874.8612,Fruits and Vegetables,0.07229836,10.195,1997,OUT046,Tier 1,Small,Supermarket Type1,22
Low Fat,FDN44,157.892,1917.504,Fruits and Vegetables,0.022924552,16.75,2007,OUT017,Tier 2,Small,Supermarket Type1,12
Regular,FDD32,82.6276,731.0484,Fruits and Vegetables,0.040897932000000005,19.5,1987,OUT013,Tier 3,Small,Supermarket Type1,32
Regular,FDI04,198.5426,790.9704,Frozen Foods,0.127660257,13.65,1985,OUT019,Tier 1,Small,Grocery Store,34
Low Fat,FDA56,123.1414,4264.4490000000005,Fruits and Vegetables,0.008764786,6.71,1997,OUT046,Tier 1,Small,Supermarket Type1,22
Low Fat,DRG51,166.0526,1480.0734,Dairy,0.011604894,5.78,2007,OUT017,Tier 2,Small,Supermarket Type1,12
Low Fat,FDZ04,64.551,1581.275,Frozen Foods,0.038169783,6.44,2007,OUT017,Tier 2,Small,Supermarket Type1,12
Low Fat,FDT13,188.2214,3014.7424,Canned,0.018568129,10.195,2004,OUT035,Tier 2,Small,Supermarket Type1,15
Regular,FDY56,223.7062,4965.5364,Fruits and Vegetables,0.062109174,13.35,1985,OUT027,Tier 3,Medium,Supermarket Type3,34
Low Fat,FDB51,64.2852,438.0964,Dairy,0.038671588,17.85,2007,OUT017,Tier 2,Small,Supermarket Type1,12
Low Fat,NCY29,55.593,282.965,Health and Hygiene,0.077169841,13.35,1987,OUT013,Tier 3,Small,Supermarket Type1,32
Low Fat,FDL34,142.6496,1834.9448,Snack Foods,0.041028937,15.85,2002,OUT045,Tier 2,Small,Supermarket Type1,17
Low Fat,NCQ38,105.62799999999999,1065.28,Others,0.013387211000000001,5.78,1999,OUT049,Tier 1,Small,Supermarket Type1,20
Low Fat,NCR41,93.7094,4189.2136,Health and Hygiene,0.017936715,11.0,1985,OUT027,Tier 3,Medium,Supermarket Type3,34
Regular,FDY24,52.2298,161.7894,Baking Goods,0.223440258,4.785,1998,OUT010,Tier 3,Small,Grocery Store,21
Low Fat,NCA42,159.6604,3327.6684,Household,0.0,11.0,2002,OUT045,Tier 2,Small,Supermarket Type1,17
Low Fat,FDB11,225.6404,2925.5252,Starchy Foods,0.060942632000000004,14.833499611140908,1999,OUT049,Tier 1,Small,Supermarket Type1,20
Low Fat,FDG26,257.83299999999997,5382.993,Canned,0.042641788,4.63499992933276,2004,OUT035,Tier 2,Small,Supermarket Type1,15
Low Fat,FDH24,156.5288,1571.2879999999998,Baking Goods,0.021427082000000004,17.85,2004,OUT035,Tier 2,Small,Supermarket Type1,15
Low Fat,FDX44,88.5172,1427.4752,Fruits and Vegetables,0.042930789000000004,10.6,1987,OUT013,Tier 3,Small,Supermarket Type1,32
Regular,FDT52,244.6144,2695.1584,Frozen Foods,0.047697859,15.0,2007,OUT017,Tier 2,Small,Supermarket Type1,12
Low Fat,FDT04,39.3822,314.2576,Frozen Foods,0.10764721,10.81083470075377,2007,OUT017,Tier 2,Small,Supermarket Type1,12
Low Fat,FDO58,166.1526,2960.1468,Snack Foods,0.039577173,6.55,1997,OUT046,Tier 1,Small,Supermarket Type1,22
Low Fat,FDR60,75.9328,1158.492,Baking Goods,0.130415118,6.44,1997,OUT046,Tier 1,Small,Supermarket Type1,22
Low Fat,NCL54,175.2054,3502.1079999999997,Household,0.082921642,6.44,2002,OUT045,Tier 2,Small,Supermarket Type1,17
Low Fat,FDW50,167.2158,3008.0844,Dairy,0.075515154,17.1,1987,OUT013,Tier 3,Small,Supermarket Type1,32
Low Fat,FDK43,125.802,253.00400000000002,Meat,0.046994717000000005,17.85,1985,OUT019,Tier 1,Small,Grocery Store,34
Regular,FDQ32,123.8388,866.8716,Fruits and Vegetables,0.04679836,17.84999995779679,2009,OUT018,Tier 3,Medium,Supermarket Type2,10
Low Fat,FDE29,58.8878,1151.1682,Frozen Foods,0.143129124,19.5,1997,OUT046,Tier 1,Small,Supermarket Type1,22
Low Fat,NCN07,133.2284,2768.3964,Others,0.034013539,14.998669188719708,2002,OUT045,Tier 2,Small,Supermarket Type1,17
Regular,FDB37,240.7538,3364.9532,Baking Goods,0.022921735,6.71,1987,OUT013,Tier 3,Small,Supermarket Type1,32
Regular,FDD21,112.7176,343.5528,Fruits and Vegetables,0.030616757,9.1,1999,OUT049,Tier 1,Small,Supermarket Type1,20
Low Fat,FDX16,151.505,2546.685,Frozen Foods,0.06575528,9.6,1987,OUT013,Tier 3,Small,Supermarket Type1,32
Regular,FDN46,100.5332,1127.8652,Snack Foods,0.144856342,20.85,1999,OUT049,Tier 1,Small,Supermarket Type1,20
Regular,FDV28,34.9558,67.9116,Frozen Foods,0.267352587,14.5,1998,OUT010,Tier 3,Small,Grocery Store,21
Low Fat,FDR48,150.8024,4402.2696,Baking Goods,0.13086741300000002,20.85,1985,OUT027,Tier 3,Medium,Supermarket Type3,34
Low Fat,FDW37,89.7488,1901.5248,Canned,0.123449671,8.00000012687345,1985,OUT027,Tier 3,Medium,Supermarket Type3,34
Low Fat,FDV40,74.5038,739.038,Frozen Foods,0.014689006000000001,17.6,2004,OUT035,Tier 2,Small,Supermarket Type1,15
Regular,FDZ57,129.6994,1413.4934,Snack Foods,0.037918142,6.575,2009,OUT018,Tier 3,Medium,Supermarket Type2,10
Low Fat,FDY46,185.0898,2993.4368,Snack Foods,0.047964395,9.6,1999,OUT049,Tier 1,Small,Supermarket Type1,20
Low Fat,FDX45,155.263,1721.0929999999998,Snack Foods,0.10501881699999999,5.035,1999,OUT049,Tier 1,Small,Supermarket Type1,20
Low Fat,FDB33,160.7262,2864.2716,Fruits and Vegetables,0.014577412,14.5,2004,OUT035,Tier 2,Small,Supermarket Type1,15
Low Fat,FDT58,169.4816,503.3448,Snack Foods,0.143870574,9.6,1998,OUT010,Tier 3,Small,Grocery Store,21
Low Fat,FDM39,178.6002,3582.0040000000004,Dairy,0.053553794,6.575,1999,OUT049,Tier 1,Small,Supermarket Type1,20
Low Fat,NCY41,37.6532,575.2512,Health and Hygiene,0.075889215,9.6,2002,OUT045,Tier 2,Small,Supermarket Type1,17
Low Fat,NCL31,142.747,3149.2340000000004,Others,0.120280989,9.8,1997,OUT046,Tier 1,Small,Supermarket Type1,22
Low Fat,NCJ31,243.0196,3374.2744,Others,0.182653772,6.55,1997,OUT046,Tier 1,Small,Supermarket Type1,22
Low Fat,FDO23,94.8436,567.2616,Breads,0.25637539,5.94,1985,OUT019,Tier 1,Small,Grocery Store,34
Regular,FDN56,144.2786,288.9572,Fruits and Vegetables,0.10703694300000001,5.695,2004,OUT035,Tier 2,Small,Supermarket Type1,15
Low Fat,FDF04,258.3304,3358.2952,Frozen Foods,0.0,7.05,1987,OUT013,Tier 3,Small,Supermarket Type1,32
Regular,FDJ44,176.1396,3663.2316,Fruits and Vegetables,0.10623876800000001,14.5,1987,OUT013,Tier 3,Small,Supermarket Type1,32
Low Fat,FDS50,220.5114,5321.0736,Dairy,0.055545797,14.5,2002,OUT045,Tier 2,Small,Supermarket Type1,17
Low Fat,NCQ41,194.5794,3511.4292,Health and Hygiene,0.019386056999999998,8.67481181682863,1985,OUT027,Tier 3,Medium,Supermarket Type3,34
Low Fat,FDA49,88.1198,1744.396,Canned,0.064921764,7.05,1997,OUT046,Tier 1,Small,Supermarket Type1,22
Low Fat,NCZ06,254.9698,2536.698,Household,0.094694278,6.575,2007,OUT017,Tier 2,Small,Supermarket Type1,12
Low Fat,NCM43,162.421,1957.4520000000002,Others,0.019554705,9.6,2009,OUT018,Tier 3,Medium,Supermarket Type2,10
Low Fat,FDH19,172.4738,1911.5118,Meat,0.033060937,17.59999980644714,1987,OUT013,Tier 3,Small,Supermarket Type1,32
Regular,FDS15,106.7596,4098.6648,Meat,0.078181964,8.6,1999,OUT049,Tier 1,Small,Supermarket Type1,20
Low Fat,FDO50,90.2804,1653.8472,Canned,0.0,8.6,2009,OUT018,Tier 3,Medium,Supermarket Type2,10
Regular,FDJ20,123.5388,1981.4208,Fruits and Vegetables,0.100583009,9.8,2009,OUT018,Tier 3,Medium,Supermarket Type2,10
Low Fat,NCI31,38.319,146.476,Others,0.136124989,14.8,1998,OUT010,Tier 3,Small,Grocery Store,21
Regular,FDU20,122.1098,3374.2744,Fruits and Vegetables,0.021353642000000003,5.035000287721387,1985,OUT027,Tier 3,Medium,Supermarket Type3,34
Low Fat,DRK13,199.8084,2380.9008,Soft Drinks,0.115167579,6.549999926694146,1997,OUT046,Tier 1,Small,Supermarket Type1,22
Low Fat,DRJ24,184.2924,1850.924,Soft Drinks,0.113559058,20.85,2002,OUT045,Tier 2,Small,Supermarket Type1,17
Low Fat,FDI20,212.1586,5909.6408,Fruits and Vegetables,0.038641968,5.695,2002,OUT045,Tier 2,Small,Supermarket Type1,17
Regular,FDF10,145.6418,2207.127,Snack Foods,0.157246634,10.5,2002,OUT045,Tier 2,Small,Supermarket Type1,17
Regular,FDQ45,185.3608,2021.3688,Snack Foods,0.010917052,7.72,1997,OUT046,Tier 1,Small,Supermarket Type1,22
Low Fat,FDQ10,172.0422,5345.7082,Snack Foods,0.033172957,8.6,2004,OUT035,Tier 2,Small,Supermarket Type1,15
Regular,FDM36,171.1422,2931.5174,Baking Goods,0.05871972599999999,8.0,2004,OUT035,Tier 2,Small,Supermarket Type1,15
Low Fat,FDN12,111.8544,1454.1072,Baking Goods,0.0,5.94,2009,OUT018,Tier 3,Medium,Supermarket Type2,10
Low Fat,FDD50,168.4132,2874.9244,Canned,0.141524348,8.6,1987,OUT013,Tier 3,Small,Supermarket Type1,32
Regular,FDG17,244.4486,6353.0636,Frozen Foods,0.035895934,10.5,1999,OUT049,Tier 1,Small,Supermarket Type1,20
Low Fat,FDY58,227.3694,4567.388,Snack Foods,0.039980643999999996,17.6,1999,OUT049,Tier 1,Small,Supermarket Type1,20
Low Fat,NCK29,123.473,369.519,Health and Hygiene,0.0,5.939999801284503,1985,OUT019,Tier 1,Small,Grocery Store,34
Low Fat,FDM32,90.883,89.883,Fruits and Vegetables,0.0,9.1,1998,OUT010,Tier 3,Small,Grocery Store,21
Low Fat,FDL46,116.8466,2356.9320000000002,Snack Foods,0.054056927000000005,9.1,1997,OUT046,Tier 1,Small,Supermarket Type1,22
Regular,FDC51,121.87299999999999,2463.46,Dairy,0.009636821,7.155,1999,OUT049,Tier 1,Small,Supermarket Type1,20
Low Fat,FDF16,147.2076,1921.4988,Frozen Foods,0.086266286,9.1,1999,OUT049,Tier 1,Small,Supermarket Type1,20
Low Fat,NCV54,116.5124,1066.6116,Household,0.033081388999999996,19.85,1987,OUT013,Tier 3,Small,Supermarket Type1,32
Regular,FDE35,60.2904,644.4944,Starchy Foods,0.043989429000000004,8.6,2002,OUT045,Tier 2,Small,Supermarket Type1,17
Low Fat,FDA23,99.4016,2428.8384,Baking Goods,0.047178116,14.5,2004,OUT035,Tier 2,Small,Supermarket Type1,15
Low Fat,FDI46,251.9724,2516.724,Snack Foods,0.074496043,14.8,2002,OUT045,Tier 2,Small,Supermarket Type1,17
Regular,FDZ21,97.34100000000001,965.41,Snack Foods,0.039189221,6.55,1987,OUT013,Tier 3,Small,Supermarket Type1,32
Low Fat,DRK13,198.3084,4563.3932,Soft Drinks,0.115819014,6.575,2007,OUT017,Tier 2,Small,Supermarket Type1,12
Regular,FDX36,226.9404,2700.4848,Baking Goods,0.129008866,9.6,2007,OUT017,Tier 2,Small,Supermarket Type1,12
Regular,FDY22,143.9128,1581.9408,Snack Foods,0.160371305,12.8,2009,OUT018,Tier 3,Medium,Supermarket Type2,10
Regular,FDR32,226.7694,6165.9738,Fruits and Vegetables,0.085392428,10.5,1985,OUT027,Tier 3,Medium,Supermarket Type3,34
Low Fat,DRF25,34.919000000000004,476.04699999999997,Soft Drinks,0.038925251,7.72,1997,OUT046,Tier 1,Small,Supermarket Type1,22
Regular,FDK20,124.5072,2450.144,Fruits and Vegetables,0.041557653,7.72,1997,OUT046,Tier 1,Small,Supermarket Type1,22
Low Fat,DRI11,115.9834,345.5502,Hard Drinks,0.060237465,6.81208028889338,1985,OUT019,Tier 1,Small,Grocery Store,34
Regular,FDH05,233.5984,1853.5872,Frozen Foods,0.091098018,5.694999922461728,2002,OUT045,Tier 2,Small,Supermarket Type1,17
Low Fat,FDA46,193.6136,4471.5128,Snack Foods,0.11787402400000001,5.035,2002,OUT045,Tier 2,Small,Supermarket Type1,17
Low Fat,DRD24,143.3154,1985.4156,Soft Drinks,0.030795085,5.260000085185522,1997,OUT046,Tier 1,Small,Supermarket Type1,22
Regular,FDL39,181.9318,5954.2494,Dairy,0.063689583,9.8,2007,OUT017,Tier 2,Small,Supermarket Type1,12
Regular,FDD52,110.15700000000001,1867.569,Dairy,0.184041545,17.60000026081194,2009,OUT018,Tier 3,Medium,Supermarket Type2,10
Regular,FDR55,190.6872,2269.0464,Fruits and Vegetables,0.13283066,7.72,2007,OUT017,Tier 2,Small,Supermarket Type1,12
Low Fat,DRI13,216.4508,5426.27,Soft Drinks,0.020441939,8.0,2007,OUT017,Tier 2,Small,Supermarket Type1,12
Low Fat,FDG31,64.4826,2518.7214,Meat,0.037712875,20.85,1985,OUT027,Tier 3,Medium,Supermarket Type3,34
Low Fat,FDP04,65.2168,958.752,Frozen Foods,0.013840783999999998,6.54999984832406,2002,OUT045,Tier 2,Small,Supermarket Type1,17
Low Fat,FDH35,162.9526,1151.1682,Starchy Foods,0.060198496,7.72,1987,OUT013,Tier 3,Small,Supermarket Type1,32
Low Fat,NCB42,117.2492,2432.8332,Health and Hygiene,0.008559556999999999,7.155,2004,OUT035,Tier 2,Small,Supermarket Type1,15
Low Fat,FDQ14,147.905,1647.855,Dairy,0.061883352999999995,6.55,1999,OUT049,Tier 1,Small,Supermarket Type1,20
Low Fat,FDI19,242.8512,5816.4288,Meat,0.052085615,8.0,1985,OUT027,Tier 3,Medium,Supermarket Type3,34
Regular,FDJ55,224.8404,1575.2828,Meat,0.039385992,9.800000052844865,1998,OUT010,Tier 3,Small,Grocery Store,21
Low Fat,DRN59,45.206,792.302,Hard Drinks,0.064241345,6.55,1999,OUT049,Tier 1,Small,Supermarket Type1,20
Low Fat,NCR06,42.8112,639.168,Household,0.006759519,5.26,1987,OUT013,Tier 3,Small,Supermarket Type1,32
Low Fat,NCF42,176.2712,2988.1104,Household,0.16724376900000001,20.489207980025217,1987,OUT013,Tier 3,Small,Supermarket Type1,32
Low Fat,FDG24,84.725,1747.725,Baking Goods,0.01469075,14.8,2009,OUT018,Tier 3,Medium,Supermarket Type2,10
Regular,FDB58,142.0154,2410.8618,Snack Foods,0.013551445,8.6,2009,OUT018,Tier 3,Medium,Supermarket Type2,10
Low Fat,FDQ56,82.3908,3691.1952,Fruits and Vegetables,0.105085956,12.8,1985,OUT027,Tier 3,Medium,Supermarket Type3,34
Low Fat,NCV41,112.5228,1989.4104,Health and Hygiene,0.017038776999999998,17.6,1997,OUT046,Tier 1,Small,Supermarket Type1,22
Regular,FDW19,110.65700000000001,2087.283,Fruits and Vegetables,0.038718195,10.5,2007,OUT017,Tier 2,Small,Supermarket Type1,12
Regular,FDO56,119.1808,351.5424,Fruits and Vegetables,0.075291577,6.575,1998,OUT010,Tier 3,Small,Grocery Store,21
Regular,FDI41,148.7418,2501.4106,Frozen Foods,0.0,6.55,2002,OUT045,Tier 2,Small,Supermarket Type1,17
Low Fat,FDN10,119.5124,829.5868,Snack Foods,0.0,7.049999878670269,2009,OUT018,Tier 3,Medium,Supermarket Type2,10
Regular,FDY20,92.2488,1358.2320000000002,Fruits and Vegetables,0.08208578700000001,5.94,2009,OUT018,Tier 3,Medium,Supermarket Type2,10
Low Fat,DRM37,198.5768,6897.688,Soft Drinks,0.09593100199999999,14.8,1985,OUT027,Tier 3,Medium,Supermarket Type3,34
Regular,FDV34,72.9038,1034.6532,Snack Foods,0.011448628999999998,5.94,2002,OUT045,Tier 2,Small,Supermarket Type1,17
Low Fat,NCX18,195.011,1964.11,Household,0.00879232,7.05,2004,OUT035,Tier 2,Small,Supermarket Type1,15
Low Fat,FDY10,114.9176,1946.7992,Snack Foods,0.049167388,14.5,2002,OUT045,Tier 2,Small,Supermarket Type1,17
Low Fat,NCZ17,39.8506,1480.0734,Health and Hygiene,0.079046992,5.69499977465828,1985,OUT027,Tier 3,Medium,Supermarket Type3,34
Regular,FDT12,227.4062,5191.2426,Baking Goods,0.049580407,7.05,1987,OUT013,Tier 3,Small,Supermarket Type1,32
Low Fat,FDD57,96.0094,1808.9786,Fruits and Vegetables,0.022399592000000003,9.8,1997,OUT046,Tier 1,Small,Supermarket Type1,22
Low Fat,FDK45,111.586,3395.58,Seafood,0.033926852,17.6,2002,OUT045,Tier 2,Small,Supermarket Type1,17
Regular,FDJ57,185.0582,5201.2296,Seafood,0.021617397000000003,8.6,2002,OUT045,Tier 2,Small,Supermarket Type1,17
Low Fat,NCI31,36.819,768.9989999999999,Others,0.0814536,19.040460475421494,1999,OUT049,Tier 1,Small,Supermarket Type1,20
Low Fat,FDZ48,112.4544,2348.9424,Baking Goods,0.07607772,5.695,1999,OUT049,Tier 1,Small,Supermarket Type1,20
Regular,FDI16,54.56399999999999,1597.92,Frozen Foods,0.135775701,5.035,1997,OUT046,Tier 1,Small,Supermarket Type1,22
Regular,FDZ31,193.0504,2492.7552,Fruits and Vegetables,0.0,5.26,1999,OUT049,Tier 1,Small,Supermarket Type1,20
Low Fat,DRG15,61.5536,796.2968,Dairy,0.076891526,14.800000784132385,2002,OUT045,Tier 2,Small,Supermarket Type1,17
Regular,FDX36,226.5404,4500.808,Baking Goods,0.128543405,7.155,2002,OUT045,Tier 2,Small,Supermarket Type1,17
Regular,FDD40,191.5162,3078.6592,Dairy,0.014793357,12.8,1997,OUT046,Tier 1,Small,Supermarket Type1,22
Regular,FDA04,259.7962,5697.9164,Frozen Foods,0.066406853,7.155,1985,OUT027,Tier 3,Medium,Supermarket Type3,34
Regular,FDL21,40.848,679.1160000000001,Snack Foods,0.0071404680000000005,14.8,1987,OUT013,Tier 3,Small,Supermarket Type1,32
Regular,FDS21,62.8194,928.791,Snack Foods,0.020858778999999997,5.94,1987,OUT013,Tier 3,Small,Supermarket Type1,32
Low Fat,DRF23,172.5396,3663.2316,Hard Drinks,0.123346085,7.049999991710984,2007,OUT017,Tier 2,Small,Supermarket Type1,12
Low Fat,FDM46,93.912,1304.968,Snack Foods,0.159937597,5.035,2004,OUT035,Tier 2,Small,Supermarket Type1,15
Low Fat,DRG49,242.8486,3420.8804,Soft Drinks,0.067128641,14.799999754583895,1985,OUT027,Tier 3,Medium,Supermarket Type3,34
Low Fat,FDG26,255.933,3844.995,Canned,0.042736348,14.5,2002,OUT045,Tier 2,Small,Supermarket Type1,17
Regular,FDR51,148.4708,3761.77,Meat,0.172629683,17.6,1985,OUT027,Tier 3,Medium,Supermarket Type3,34
Low Fat,FDV39,196.7426,2768.3964,Meat,0.007278511999999999,13.79793781235,2004,OUT035,Tier 2,Small,Supermarket Type1,15
Low Fat,FDC39,205.7296,4570.0512,Dairy,0.0,7.155,2007,OUT017,Tier 2,Small,Supermarket Type1,12
Regular,FDP45,252.9724,3020.0688,Snack Foods,0.03079807,7.155,2007,OUT017,Tier 2,Small,Supermarket Type1,12
Low Fat,FDC56,118.244,958.752,Fruits and Vegetables,0.12152072,5.035,1997,OUT046,Tier 1,Small,Supermarket Type1,22
Low Fat,FDK38,149.7734,2375.5744,Canned,0.053591345,14.8,2007,OUT017,Tier 2,Small,Supermarket Type1,12
Low Fat,NCJ29,84.4224,852.2239999999999,Health and Hygiene,0.035163639,17.6,1987,OUT013,Tier 3,Small,Supermarket Type1,32
Low Fat,NCF19,48.6034,145.8102,Household,0.061470857999999996,8.600000130411606,1985,OUT019,Tier 1,Small,Grocery Store,34
Low Fat,FDG59,37.5164,270.3148,Starchy Foods,0.043226398,6.575,2004,OUT035,Tier 2,Small,Supermarket Type1,15
Low Fat,FDE59,36.6532,251.6724,Starchy Foods,0.062640143,20.85,2007,OUT017,Tier 2,Small,Supermarket Type1,12
Regular,FDB04,89.4856,1142.5128,Dairy,0.06358394,5.695,2007,OUT017,Tier 2,Small,Supermarket Type1,12
Low Fat,NCK05,60.8536,1347.5792,Health and Hygiene,0.077389797,6.55,1987,OUT013,Tier 3,Small,Supermarket Type1,32
Regular,FDR03,204.998,5366.348000000001,Meat,0.00878535,5.93999997808479,2007,OUT017,Tier 2,Small,Supermarket Type1,12
Regular,FDQ03,238.0248,711.0744,Meat,0.136592891,9.1,1985,OUT019,Tier 1,Small,Grocery Store,34
